original_id,project_or_tender,name,desc,state,location,pincode,status,budget,url,document_url,sector,sub_sector,timestamp_range
2023_AAI_165917_1,Tender,"Maintenance of landscaping garden area in front of New Integrated Terminal Building over Car Park area and on side of Entry / Exit Road at NSCBI Airport, Kolkata during the year 2023-24","Maintenance of landscaping garden area in front of New Integrated Terminal Building over Car Park area and on side of Entry / Exit Road at NSCBI Airport, Kolkata during the year 2023-24","AAI, NSCBI Airport, Kolkata","AAI Operational Building, NSCBI Airport, Kolkata-700052",700052,Open Tender,"52,23,032",https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SkRRTqLXXbsN2Lf%2B%2BmkG28A%3D%3D,https://etenders.gov.in/eprocure/app?component=%24DirectLink_8&page=FrontEndTenderDetails&service=direct&session=T,Civil Works - Others,Horticulture,"{'published_date': None, 'bid_opening_date': '15-Sep-2023 11:00 AM', 'submission_start_date': None, 'submission_end_date': '13-Sep-2023 05:00 PM'}"
2023_AAI_166159_1,Tender,"Upkeep of AAI Hostel, Community Hall, ASTI Building and Officers Institute at AAI Residential colony Guwahati (2023-24) (RECALL)","Upkeep of AAI Hostel, Community Hall, ASTI Building and Officers Institute at AAI Residential colony Guwahati (2023-24) (RECALL)","AAI Residential colony, RHQ, NER, Guwahati","O/o RED, AAI, RHQ, NER, Guwahati",781015,Open Tender,"33,45,000",https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SRfmnxhBHPxJWCzT2BQ6gNg%3D%3D,https://etenders.gov.in/eprocure/app?component=%24DirectLink_8&page=FrontEndTenderDetails&service=direct&session=T,Civil Works,NA,"{'published_date': None, 'bid_opening_date': '15-Sep-2023 11:00 AM', 'submission_start_date': None, 'submission_end_date': '13-Sep-2023 05:00 PM'}"
2023_AAI_166092_1,Tender,All Inclusive Comprehensive Maintenance Contract and Operation of BHS in Terminal Building at Trichy International Airport for the Year 2023-24,All Inclusive Comprehensive Maintenance Contract and Operation of BHS in Terminal Building at Trichy International Airport for the Year 2023-24,"Inside Terminal Building, Trichy Airport","O/o Deputy General Manager (E-E). AAI, Trichy Airport",620007,Open Tender,"43,24,476",https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SPZsZi2M5vajX%2BayMKHKfLw%3D%3D,https://etenders.gov.in/eprocure/app?component=%24DirectLink_8&page=FrontEndTenderDetails&service=direct&session=T,Electrical Works,Operation and AICMC,"{'published_date': None, 'bid_opening_date': '15-Sep-2023 11:00 AM', 'submission_start_date': None, 'submission_end_date': '13-Sep-2023 05:00 PM'}"
2023_AAI_166117_1,Tender,"A/R and M/O Civil works at Chennai Airport during 2023-24, SH Clearing bushes and Grass cutting at WT Station Mugalivakkam, MSSR in Porur and DVOR in Kancheepuram.","A/R and M/O Civil works at Chennai Airport during 2023-24, SH Clearing bushes and Grass cutting at WT Station Mugalivakkam, MSSR in Porur and DVOR in Kancheepuram.",Chennai.,"Operational office, RHQ/SR, Chennai.",600016,Open Tender,"16,24,000",https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SxrnIVCK4KYokp4fSomn%2FLA%3D%3D,https://etenders.gov.in/eprocure/app?component=%24DirectLink_8&page=FrontEndTenderDetails&service=direct&session=T,Civil Works,NA,"{'published_date': None, 'bid_opening_date': '15-Sep-2023 11:00 AM', 'submission_start_date': None, 'submission_end_date': '13-Sep-2023 05:00 PM'}"
2023_AAI_166124_1,Tender,"Upkeep and Running of Guest House Facilities at AAI Residential Colony, Tirupati Airport (2023-25)","Upkeep and Running of Guest House Facilities at AAI Residential Colony, Tirupati Airport (2023-25)",Tirupati,"O/o JGM(E-E), AAI, Tirupati Airport.",517520,Open Tender,"49,23,494",https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SlhctzUm8qmN3TlxFjRohpg%3D%3D,https://etenders.gov.in/eprocure/app?component=%24DirectLink_8&page=FrontEndTenderDetails&service=direct&session=T,Hosekeeping/ Cleaning Works,NA,"{'published_date': None, 'bid_opening_date': '15-Sep-2023 11:00 AM', 'submission_start_date': None, 'submission_end_date': '13-Sep-2023 05:00 PM'}"
2023_AAI_165939_1,Tender,Annual rate contract for repairs and maintenance of civil work for Terminal Building including Airside and Cityside and Apron area of Bagdogra Airport for the financial year 2023-25,Annual rate contract for repairs and maintenance of civil work for Terminal Building including Airside and Cityside and Apron area of Bagdogra Airport for the financial year 2023-25,Bagdogra Airport,"AAI, Bagdogra Airport",734421,Open Tender,"1,50,00,000",https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SdeJKE6IH4nLsbXxhLRs4cA%3D%3D,https://etenders.gov.in/eprocure/app?component=%24DirectLink_8&page=FrontEndTenderDetails&service=direct&session=T,Civil Works,NA,"{'published_date': None, 'bid_opening_date': '15-Sep-2023 11:00 AM', 'submission_start_date': None, 'submission_end_date': '13-Sep-2023 05:00 PM'}"
2023_AAI_166009_1,Tender,"FRAGRANCES, MAKE-UP AND COSMETICS RETAIL STORE AT RANCHI AIRPORT","FRAGRANCES, MAKE-UP AND COSMETICS RETAIL STORE AT RANCHI AIRPORT",Ranchi Airport,Ranchi Airport,834002,Open Tender,"78,000",https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SMkjdMvWr2MjoyJ2zVak9wQ%3D%3D,https://etenders.gov.in/eprocure/app?component=%24DirectLink_8&page=FrontEndTenderDetails&service=direct&session=T,Miscellaneous Services,NA,"{'published_date': None, 'bid_opening_date': '15-Sep-2023 11:00 AM', 'submission_start_date': None, 'submission_end_date': '13-Sep-2023 05:00 PM'}"
2023_AAI_165994_1,Tender,Retail Outlet for  Ayurvedic/Herbal Health and Beauty Product Store In SHA at Ranchi Airport,"Retail Outlet for  Ayurvedic/Herbal Health and Beauty Product Store
In SHA at Ranchi Airport",Ranchi,Ranchi Airport,834002,Open Tender,"98,000",https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SRN%2Bvz7IEoU3cRVlyTrEV8A%3D%3D,https://etenders.gov.in/eprocure/app?component=%24DirectLink_8&page=FrontEndTenderDetails&service=direct&session=T,Miscellaneous Services,NA,"{'published_date': None, 'bid_opening_date': '15-Sep-2023 11:00 AM', 'submission_start_date': None, 'submission_end_date': '13-Sep-2023 05:00 PM'}"
2023_AAI_164159_1,Rate Contract,Facility Management Contract of E and M Installations at Puducherry Airport for the year 2023-25,Facility Management Contract of E and M Installations at Puducherry Airport for the year 2023-25,Puducherry Airport,"AGM (E E),
New Operational Offices, Chennai Airport",605008,Open Tender,"1,17,08,900",https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SufUwDrnTEQ16PFptiZ7RxA%3D%3D,https://etenders.gov.in/eprocure/app?component=%24DirectLink_8&page=FrontEndTenderDetails&service=direct&session=T,Electrical Works,NA,"{'published_date': None, 'bid_opening_date': '15-Sep-2023 11:00 AM', 'submission_start_date': None, 'submission_end_date': '13-Sep-2023 05:00 PM'}"
2023_AAI_165822_1,,29-Aug-2023 06:00 PM,30-Aug-2023 09:30 AM,,"DABH Airport, Indore",,Limited,,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=S3lGuBzhI3ICnSr%2Fo6GLz7Q%3D%3D,https://etenders.gov.in/eprocure/app?component=%24DirectLink_8&page=FrontEndTenderDetails&service=direct&session=T,,,"{'published_date': '29-Aug-2023 06:00 PM', 'bid_opening_date': '18-Sep-2023 03:30 PM', 'submission_start_date': '30-Aug-2023 09:30 AM', 'submission_end_date': '15-Sep-2023 03:00 PM'}"
2023_AAI_165934_1,Rate Contract,Annual Rate contract for cartridges of Printers for 01 year,Annual Rate contract for cartridges of Printers for 01 year,"AAI, ATS Complex, Mumbai","Airports Authority of India, ATS Complex, Mumbai -400099",400099,Open Tender,"22,13,723",https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SEzR24t6sPlxVDUM6OCofbQ%3D%3D,https://etenders.gov.in/eprocure/app?component=%24DirectLink_8&page=FrontEndTenderDetails&service=direct&session=T,Miscellaneous Services,Annual Rate contract for cartridges of Printers fo,"{'published_date': None, 'bid_opening_date': '18-Sep-2023 03:30 PM', 'submission_start_date': None, 'submission_end_date': '15-Sep-2023 03:00 PM'}"
2023_AAI_165709_1,Rate Contract,"Repairing of cracks and spall edges of joints, Resurfacing of pavement and joint filling of Apron/Taxi/Isolation at LBSI Airport, Varanasi","Repairing of cracks and spall edges of joints, Resurfacing of pavement and joint filling of Apron/Taxi/Isolation at LBSI Airport, Varanasi",LBSI Airport Varanasi,LBSI Airport Varanasi,221006,Open Tender,"62,88,000",https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SLPJgUw1IfiNZjijpn%2F4Tmw%3D%3D,https://etenders.gov.in/eprocure/app?component=%24DirectLink_8&page=FrontEndTenderDetails&service=direct&session=T,Civil Works,NA,"{'published_date': None, 'bid_opening_date': '18-Sep-2023 03:30 PM', 'submission_start_date': None, 'submission_end_date': '15-Sep-2023 03:00 PM'}"
2023_AAI_165946_1,Tender,"Licence for Apparels Retail Outlet inside International SHA (First floor) at Sri Guru Ram Dass Jee International Airport, Amritsar.","Licence for Apparels Retail Outlet inside International SHA (First floor) at Sri Guru Ram Dass Jee International Airport, Amritsar.","SGRDJI Airport, Amritsar",Airports Authority of India,143101,Open Tender,"2,75,000",https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=S2mXHAO8sdZnZQGaqCc20ig%3D%3D,https://etenders.gov.in/eprocure/app?component=%24DirectLink_8&page=FrontEndTenderDetails&service=direct&session=T,Miscellaneous Services,Apparels Retail Outlet,"{'published_date': None, 'bid_opening_date': '18-Sep-2023 03:30 PM', 'submission_start_date': None, 'submission_end_date': '15-Sep-2023 03:00 PM'}"
2023_AAI_165944_1,Tender,"Licence for Travel Luggage Retail Outlet inside International SHA (First floor) at Sri Guru Ram Dass Jee International Airport, Amritsar.","Licence for Travel Luggage Retail Outlet inside International SHA (First floor) at Sri Guru Ram Dass Jee International Airport, Amritsar.","SGRDJI Airport, Amritsar","Airports Authority of India, SGRDJI Airport, Amritsar",143101,Open Tender,"2,75,000",https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SqjlPEAyCsxjJcFIWOZsYCg%3D%3D,https://etenders.gov.in/eprocure/app?component=%24DirectLink_8&page=FrontEndTenderDetails&service=direct&session=T,Miscellaneous Services,Travel Luggage Retail Outlet,"{'published_date': None, 'bid_opening_date': '18-Sep-2023 03:30 PM', 'submission_start_date': None, 'submission_end_date': '15-Sep-2023 03:00 PM'}"
2023_AAI_165943_1,Tender,"Licence for Fragrances and Perfumes Retail Outlet inside Domestic SHA (First floor) at Sri Guru Ram Dass Jee International Airport, Amritsar.","Licence for Fragrances and Perfumes Retail Outlet inside Domestic SHA (First floor) at Sri Guru Ram Dass Jee International Airport, Amritsar.","SGRDJI Airport, Amritsar",Airports Authority of India,143101,Open Tender,"1,78,750",https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SeEQCkrbfhjWf2cvw4cMDEw%3D%3D,https://etenders.gov.in/eprocure/app?component=%24DirectLink_8&page=FrontEndTenderDetails&service=direct&session=T,Miscellaneous Services,Fragrances and Perfumes Retail Outlet,"{'published_date': None, 'bid_opening_date': '18-Sep-2023 03:30 PM', 'submission_start_date': None, 'submission_end_date': '15-Sep-2023 03:00 PM'}"
2023_AAI_165945_1,Tender,"Licence for Books and Toys Retail Outlet inside International SHA (First floor) at Sri Guru Ram Dass Jee International Airport, Amritsar.","Licence for Books and Toys Retail Outlet inside International SHA (First floor) at Sri Guru Ram Dass Jee International Airport, Amritsar.","SGRDJI Airport, Amritsar","Airports Authority of India, SGRDJI Airport, Amritsar",143101,Open Tender,"2,06,250",https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SwETyiWvyHKvywfNzJ0g6og%3D%3D,https://etenders.gov.in/eprocure/app?component=%24DirectLink_8&page=FrontEndTenderDetails&service=direct&session=T,Miscellaneous Services,Books and Toys Retail Outlet,"{'published_date': None, 'bid_opening_date': '18-Sep-2023 03:30 PM', 'submission_start_date': None, 'submission_end_date': '15-Sep-2023 03:00 PM'}"
2023_AAI_165942_1,Tender,"Licence for Travel Luggage Retail Outlet inside Domestic SHA (First floor) at Sri Guru Ram Dass Jee International Airport, Amritsar.","Licence for Travel Luggage Retail Outlet inside Domestic SHA (First floor) at Sri Guru Ram Dass Jee International Airport, Amritsar.","SGRDJI Airport, Amritsar","Airports Authority of India, SGRDJI Airport, Amritsar",143101,Open Tender,"2,75,000",https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=Sw7AsPDpggOpqCapRMW21uw%3D%3D,https://etenders.gov.in/eprocure/app?component=%24DirectLink_8&page=FrontEndTenderDetails&service=direct&session=T,Miscellaneous Services,Travel Luggage Retail Outlet,"{'published_date': None, 'bid_opening_date': '18-Sep-2023 03:30 PM', 'submission_start_date': None, 'submission_end_date': '15-Sep-2023 03:00 PM'}"
2023_AAI_165915_1,Tender,Providing Tensile Fabric Canopy at Entrance/Main Gate as well as above Pathway Connecting Car parking and New Terminal Building at Bareilly Airport,Providing Tensile Fabric Canopy at Entrance/Main Gate as well as above Pathway Connecting Car parking and New Terminal Building at Bareilly Airport,"Civil Enclave, Bareilly","Office of the Airport Director, AGM (Engg. Civil), Civil Enclave, Bareilly",243122,Open Tender,"1,11,62,065",https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SyIeS0RbcoOk3XkW3IOXEWw%3D%3D,https://etenders.gov.in/eprocure/app?component=%24DirectLink_8&page=FrontEndTenderDetails&service=direct&session=T,Civil Works,NA,"{'published_date': None, 'bid_opening_date': '18-Sep-2023 03:30 PM', 'submission_start_date': None, 'submission_end_date': '15-Sep-2023 03:00 PM'}"
2023_AAI_165368_1,Tender,"Construction of New RCC Antenna Tower near the existing old RCC Antenna Tower at MSSR, Porur, Chennai. SH Civil and Electrical works.","Construction of New RCC Antenna Tower near the existing old RCC Antenna Tower at MSSR, Porur, Chennai. SH Civil and Electrical works.",Chennai,"Operational office, RHQ/SR, Chennai.",600016,Open Tender,"3,94,53,000",https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SfclZmDrvaPGhmHqEvyQI0A%3D%3D,https://etenders.gov.in/eprocure/app?component=%24DirectLink_8&page=FrontEndTenderDetails&service=direct&session=T,Civil Works - Buildings,NA,"{'published_date': None, 'bid_opening_date': '18-Sep-2023 03:30 PM', 'submission_start_date': None, 'submission_end_date': '15-Sep-2023 03:00 PM'}"
2023_AAI_165116_1,Tender,"License to operate Money Exchange Counter at Dibrugarh Airport, Assam","License to operate Money Exchange Counter at Dibrugarh Airport, Assam for the period of 3 years",Dibrugarh Airport,"Dibrugarh Airport, Mohanbari, Assam-786012",786012,Open Tender,"2,000",https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SgHHhnPtAMxeOebjkAUF%2Bug%3D%3D,https://etenders.gov.in/eprocure/app?component=%24DirectLink_8&page=FrontEndTenderDetails&service=direct&session=T,Miscellaneous Services,NA,"{'published_date': None, 'bid_opening_date': '18-Sep-2023 03:30 PM', 'submission_start_date': None, 'submission_end_date': '15-Sep-2023 03:00 PM'}"
2023_AAI_165675_1,Tender,"Renovation of Toilets in ATS Complex and Engineering offices at DBAI Airport, Nagpur.","Renovation of Toilets in ATS Complex and Engineering offices at DBAI Airport, Nagpur.","DBAI Airport, Nagpur","O/o. DGM (E-C), AAI, DBAI Airport, Nagpur.",440005,Open Tender,"25,98,210",https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SBcRzajOjTulDUlosoknMdA%3D%3D,https://etenders.gov.in/eprocure/app?component=%24DirectLink_8&page=FrontEndTenderDetails&service=direct&session=T,Civil Works - Buildings,NA,"{'published_date': None, 'bid_opening_date': '18-Sep-2023 03:30 PM', 'submission_start_date': None, 'submission_end_date': '15-Sep-2023 03:00 PM'}"
2023_AAI_165849_1,Tender,"License to operate Snack Bar facility inside SHA at New Terminal Building of Civil Airport, Jaisalmer","License to operate Snack Bar facility inside SHA at New Terminal Building of Civil Airport, Jaisalmer",Jaisalmer Airport,"O/o Airport Director, Jaisalmer Airport",345001,Open Tender,"41,300",https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SFFmdI%2BLD9ZBBAJriVBifmg%3D%3D,https://etenders.gov.in/eprocure/app?component=%24DirectLink_8&page=FrontEndTenderDetails&service=direct&session=T,Allotment of Space,NA,"{'published_date': None, 'bid_opening_date': '18-Sep-2023 03:30 PM', 'submission_start_date': None, 'submission_end_date': '15-Sep-2023 03:00 PM'}"
2023_AAI_165633_1,Tender,"Construction of New Storm Water Drain in Extended Operational Area near Rwy 25 beginning at D.A.B.H Airport, Indore","Construction of New Storm Water Drain in Extended Operational Area near Rwy 25 beginning at D.A.B.H Airport, Indore","DABH Airport, Indore","DABH Airport, Indore",452005,Open Tender,"2,03,78,000",https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=Siw4JWOatWFuMBAqwoM06Vg%3D%3D,https://etenders.gov.in/eprocure/app?component=%24DirectLink_8&page=FrontEndTenderDetails&service=direct&session=T,Civil Works,NA,"{'published_date': None, 'bid_opening_date': '18-Sep-2023 03:30 PM', 'submission_start_date': None, 'submission_end_date': '15-Sep-2023 03:00 PM'}"
